,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,params
0,-0.002082707192477174,-0.0022016276838183724,-0.002072785788881134,-0.0021190320734794854,5.853441413231176e-05,1,4.850046634674072,0.19663798884795575,1.0619161128997803,0.020622414675687012,0.6640415835413256,{'colsample_bytree': 0.6640415835413256}
1,-0.0020457832759849335,-0.002172849241494814,-0.002058232792707053,-0.0020922780072243938,5.71892013761521e-05,1,4.761102279027303,0.0815663527297063,1.0753227869669597,0.03130890752948261,0.8349553422213138,{'colsample_bytree': 0.8349553422213138}
2,-0.0020747207186666617,-0.0022218515014487115,-0.002091133528299118,-0.0021292230237413322,6.582914398473688e-05,1,4.82908018430074,0.07574346231213619,1.075728178024292,0.02896068532158535,0.6779330049204607,{'colsample_bytree': 0.6779330049204607}
3,-0.0020337863097553465,-0.0021062970508188917,-0.002054928930644896,-0.0020649970959994144,3.04477643389092e-05,1,4.802218993504842,0.04284729280130235,1.0829228560129802,0.018721526593956813,0.8249583953429453,{'colsample_bytree': 0.8249583953429453}
4,-0.0020588234067197525,-0.002102192511163758,-0.002028343296742081,-0.0020631187746894706,3.029816055563608e-05,1,4.839860757191976,0.055166793046726025,1.0679213205973308,0.010890245484309061,0.8198213766428692,{'colsample_bytree': 0.8198213766428692}
5,-0.0020452182798035325,-0.0021296379262671548,-0.002068324935881863,-0.002081052342503093,3.562132370861262e-05,1,4.880542357762654,0.140122307490427,1.0494480927785237,0.009190037649470932,0.7936112071942274,{'colsample_bytree': 0.7936112071942274}
