,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_bin,param_max_depth,param_min_child_samples,param_min_child_weight,param_n_estimators,param_num_leaves,param_reg_alpha,param_reg_lambda,param_scale_pos_weight,param_subsample,param_subsample_freq,params
0,-0.0012308092432001864,-0.0013586810261910173,-0.0014925352221382944,-0.0011985260113625891,-0.0009344758601501449,-0.0012430746651656249,0.0001859546438900186,1,0.3689148426055908,0.011667802715645721,0.016728782653808595,9.255783873360233e-05,0.6419613357234552,0.02853983686604182,841,18,67,20.705990212413674,188,151,0.0033290211565094176,2.18542757921704,4.244347131438118,0.5634169091979253,3,"{'colsample_bytree': 0.6419613357234552, 'learning_rate': 0.02853983686604182, 'max_bin': 841, 'max_depth': 18, 'min_child_samples': 67, 'min_child_weight': 20.705990212413674, 'n_estimators': 188, 'num_leaves': 151, 'reg_alpha': 0.0033290211565094176, 'reg_lambda': 2.18542757921704, 'scale_pos_weight': 4.244347131438118, 'subsample': 0.5634169091979253, 'subsample_freq': 3}"
1,-0.0013176093833122515,-0.0014353049513891913,-0.0017399808562173877,-0.0013571011887327231,-0.0011989869209143935,-0.0014098439374711617,0.00018186565163214974,1,0.16308255195617677,0.004079036693984062,0.014840078353881837,5.658660931803055e-05,0.8940591297764378,0.05842928269761146,290,48,87,3.1157408109094895,86,77,0.15088480620326386,243.96915716674565,10.227337043447655,0.9961469999311684,8,"{'colsample_bytree': 0.8940591297764378, 'learning_rate': 0.05842928269761146, 'max_bin': 290, 'max_depth': 48, 'min_child_samples': 87, 'min_child_weight': 3.1157408109094895, 'n_estimators': 86, 'num_leaves': 77, 'reg_alpha': 0.15088480620326386, 'reg_lambda': 243.96915716674565, 'scale_pos_weight': 10.227337043447655, 'subsample': 0.9961469999311684, 'subsample_freq': 8}"
2,-0.0014123804247018435,-0.0016139309632377148,-0.0018152637653661174,-0.0014689121375211379,-0.0012866763871296231,-0.0015194849348172266,0.00018144427168887754,1,0.15464601516723633,0.001883021368179663,0.015406608581542969,5.9088763297294004e-05,0.6624511822576795,0.06877728743793542,117,23,20,22.683321823780567,95,153,0.061193052143652,330.73819474223563,22.975991577530706,0.6907366164457207,3,"{'colsample_bytree': 0.6624511822576795, 'learning_rate': 0.06877728743793542, 'max_bin': 117, 'max_depth': 23, 'min_child_samples': 20, 'min_child_weight': 22.683321823780567, 'n_estimators': 95, 'num_leaves': 153, 'reg_alpha': 0.061193052143652, 'reg_lambda': 330.73819474223563, 'scale_pos_weight': 22.975991577530706, 'subsample': 0.6907366164457207, 'subsample_freq': 3}"
3,-0.0035773676610581814,-0.004004041054094708,-0.004211986088458296,-0.0038505034850811483,-0.003687040325417454,-0.0038662278994080535,0.000225547293166662,1,0.8441165924072266,0.011611282037968377,0.01729240417480469,8.549101160863509e-05,0.8793136331308444,0.0022066991249460105,548,41,53,4.7728424152457505,383,176,3.6278081116465017,0.039005861361511684,0.4287420915465299,0.918765092550667,6,"{'colsample_bytree': 0.8793136331308444, 'learning_rate': 0.0022066991249460105, 'max_bin': 548, 'max_depth': 41, 'min_child_samples': 53, 'min_child_weight': 4.7728424152457505, 'n_estimators': 383, 'num_leaves': 176, 'reg_alpha': 3.6278081116465017, 'reg_lambda': 0.039005861361511684, 'scale_pos_weight': 0.4287420915465299, 'subsample': 0.918765092550667, 'subsample_freq': 6}"
4,-0.0017255250519719403,-0.0018634264328257835,-0.002231204685246178,-0.0018488879931750147,-0.0016506784733484302,-0.0018639923555381754,0.00019987152721061616,1,0.5201197624206543,0.006840943603979581,0.016160869598388673,6.236450360860084e-05,0.8717365305482321,0.007517239253342655,486,37,90,35.85158585487673,224,134,0.005826653975590265,2.6150291004562347,2.8257517959297958,0.9411952436312716,3,"{'colsample_bytree': 0.8717365305482321, 'learning_rate': 0.007517239253342655, 'max_bin': 486, 'max_depth': 37, 'min_child_samples': 90, 'min_child_weight': 35.85158585487673, 'n_estimators': 224, 'num_leaves': 134, 'reg_alpha': 0.005826653975590265, 'reg_lambda': 2.6150291004562347, 'scale_pos_weight': 2.8257517959297958, 'subsample': 0.9411952436312716, 'subsample_freq': 3}"
5,-0.0012061450353232515,-0.0013943871212587868,-0.0015272939163744437,-0.0011253713926493408,-0.000913412630489907,-0.0012333937638678853,0.00021308755554324497,1,0.41365556716918944,0.013203980261189173,0.018989181518554686,9.673903697708297e-05,0.8330765306114853,0.07563790218678242,168,12,80,18.629051641185093,240,112,0.8441501183858595,0.5422357115800259,6.513795102615336,0.7823001865705826,1,"{'colsample_bytree': 0.8330765306114853, 'learning_rate': 0.07563790218678242, 'max_bin': 168, 'max_depth': 12, 'min_child_samples': 80, 'min_child_weight': 18.629051641185093, 'n_estimators': 240, 'num_leaves': 112, 'reg_alpha': 0.8441501183858595, 'reg_lambda': 0.5422357115800259, 'scale_pos_weight': 6.513795102615336, 'subsample': 0.7823001865705826, 'subsample_freq': 1}"
6,-0.0012070852346409715,-0.0013593000548168695,-0.0014665469774040102,-0.0011733559298043395,-0.000945038765135935,-0.0012303293588612602,0.00017751240416521513,1,1.0072312831878663,0.08091293498450142,0.02349691390991211,0.001807163751182359,0.7640768215163667,0.035540927532494104,339,44,60,29.73104229233841,331,90,0.46710275236905907,1.7748179028215902,260.8291793344252,0.8289263786485137,7,"{'colsample_bytree': 0.7640768215163667, 'learning_rate': 0.035540927532494104, 'max_bin': 339, 'max_depth': 44, 'min_child_samples': 60, 'min_child_weight': 29.73104229233841, 'n_estimators': 331, 'num_leaves': 90, 'reg_alpha': 0.46710275236905907, 'reg_lambda': 1.7748179028215902, 'scale_pos_weight': 260.8291793344252, 'subsample': 0.8289263786485137, 'subsample_freq': 7}"
7,-0.0012362832335478823,-0.0013947214282964315,-0.0014672879902058022,-0.0011806620668981195,-0.0008898756092751583,-0.0012338431884202719,0.00020071805674112925,1,0.4980154991149902,0.011754239456434569,0.01804194450378418,0.00012207055464362926,0.7206078099372843,0.06918603669668356,459,42,33,2.556822570397222,294,15,0.008484923965913407,34.118284589952744,0.5697950545678692,0.7863782125617294,7,"{'colsample_bytree': 0.7206078099372843, 'learning_rate': 0.06918603669668356, 'max_bin': 459, 'max_depth': 42, 'min_child_samples': 33, 'min_child_weight': 2.556822570397222, 'n_estimators': 294, 'num_leaves': 15, 'reg_alpha': 0.008484923965913407, 'reg_lambda': 34.118284589952744, 'scale_pos_weight': 0.5697950545678692, 'subsample': 0.7863782125617294, 'subsample_freq': 7}"
8,-0.005608542244886855,-0.0062303558780172985,-0.0063312100257850125,-0.006011590457063116,-0.005790758828413514,-0.0059945371770458574,0.00026825424650372476,1,0.1003875732421875,0.0007562592832186663,0.014144134521484376,5.067623774749465e-05,0.9637320119228577,0.02519085390684862,788,23,39,10.570793222281084,20,80,0.09373344261382437,0.0015079666422401494,46.41408147849656,0.7222009098742097,2,"{'colsample_bytree': 0.9637320119228577, 'learning_rate': 0.02519085390684862, 'max_bin': 788, 'max_depth': 23, 'min_child_samples': 39, 'min_child_weight': 10.570793222281084, 'n_estimators': 20, 'num_leaves': 80, 'reg_alpha': 0.09373344261382437, 'reg_lambda': 0.0015079666422401494, 'scale_pos_weight': 46.41408147849656, 'subsample': 0.7222009098742097, 'subsample_freq': 2}"
9,-0.001274137733046381,-0.0014006428642450363,-0.0015761826505195603,-0.0013038364311426752,-0.0010208592233670341,-0.0013151977756552333,0.00018099931565565504,1,0.2169259548187256,0.001566293061762431,0.016534090042114258,6.793883728396896e-05,0.40214188128029854,0.04321753967138224,674,15,58,13.735814970285988,170,39,2.9457121445975454,28.0621757333196,39.76338247125346,0.509923777240826,3,"{'colsample_bytree': 0.40214188128029854, 'learning_rate': 0.04321753967138224, 'max_bin': 674, 'max_depth': 15, 'min_child_samples': 58, 'min_child_weight': 13.735814970285988, 'n_estimators': 170, 'num_leaves': 39, 'reg_alpha': 2.9457121445975454, 'reg_lambda': 28.0621757333196, 'scale_pos_weight': 39.76338247125346, 'subsample': 0.509923777240826, 'subsample_freq': 3}"
